local;idade;morador;BH_RMBH;uf_pais;cidade;bairro;sem_carnaval;pernoitar;quantas_pernoites;meio_de_hospedagem;transporte_chega_na_cidade;motivo_carnaval;se_nao_qual_foi;mês_viagem_bh;fonte_info_carnaval_bh;conhece_bh;motivo_viagem_1;motivo_viagem_2;motivo_viagem_3;gasto_hospedagem;gasto_atrativos;gasto_alimentacao;gasto_transporte;gasto_fatansias;gasto_compras;gasto_ingressos;gasto_outros;moeda;gasto_total;pessoas_no_gasto;gasto_percapto;dias_carnaval;gasto_medio_diario;gasto_medio_diario_per_capto;info_carnaval;carnaval_antes;opiniao_carnaval;piorou_pq;expectativas_carnaval;avaliacao_geral;banheiros;seguranca;precos;voltar_carnaval;se_nao_pq;alem_dos_blocos_1;alem_dos_blocos_2;alem_dos_blocos_3;alem_dos_blocos_4;alem_dos_blocos_5;patrocinador;genero;escolaridade;estado_civil;renda;transporte_blocos_1;transporte_blocos_2;transporte_blocos_3;apoio_LGBTQIA;faz_parte_LGBTQIA;data
BLOCO ANGOLA JANGA;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Carlos Prates;NR_NS;;;;;;;;;;;;;;;100;100;80;50;999999;999999;Real;330.00;1.00;330.00;5.00;66.00;66;Amigos/Parentes;Nao;;;Superou;7;3;3;10;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);A pe;Onibus coletivo;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;52;Morador;RMBH;Minas Gerais;CONTAGEM;;Nao;;;;;;;;;;;;;;;500;100;0;0;0;0;Real;600.00;2.00;300.00;4.00;150.00;75;Instagram;Sim;Piorou;Infraestrutura geral;Nao satisfez/decepcionou;5;3;4;5;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Metro;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;19;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Taquaril;Sim;;;;;;;;;;;;;;;100;100;0;120;0;0;Real;320.00;1.00;320.00;5.00;64.00;64;Instagram;Sim;Melhorou;;Superou;10;7;7;8;Sim;;Palco Oficial Praca da Estacao;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;49;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ermelinda;Nao;;;;;;;;;;;;;;;500;200;999999;999999;999999;999999;Real;700.00;3.00;233.33;3.00;233.33;77.78;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;8;8;8;8;Nao;Prefere ir para a cidade;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Medio completo;Casado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;20;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Serra;Sim;;;;;;;;;;;;;;;60;60;0;60;0;0;Real;180.00;1.00;180.00;3.00;60.00;60;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;10;7;6;5;Sim;;Precarnaval;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Rio Branco;Sim;;;;;;;;;;;;;;;150;50;0;0;0;0;Real;200.00;1.00;200.00;4.00;50.00;50;Instagram;Sim;Melhorou;;Atendeu plenamente;8;6;6;6;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Venda Nova;NR_NS;;;;;;;;;;;;;;;50;40;0;200;0;0;Real;290.00;1.00;290.00;3.00;96.67;96.67;Instagram;Sim;Melhorou;;Superou;10;3;4;2;Sim;;Nenhuma;;;;;Belotur;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Salgado Filho;Sim;;;;;;;;;;;;;;;300;50;10;100;100;0;Real;560.00;2.00;280.00;3.00;186.67;93.33;Instagram;Nao;;;Superou;9;9;10;10;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;21;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Monica;Sim;;;;;;;;;;;;;;;200;250;100;999999;999999;999999;Real;550.00;1.00;550.00;4.00;137.50;137.50;Twitter;Sim;Nem melhorou nem piorou;;Atendeu em parte;8;10;7;6;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;44;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Sim;;;;;;;;;;;;;;;200;0;0;600;0;0;Real;800.00;1.00;800.00;5.00;160.00;160;Outros sites;Sim;Melhorou;;Superou;10;1;5;10;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);A pe;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Salgado Filho;Sim;;;;;;;;;;;;;;;300;50;100;150;100;0;Real;700.00;2.00;350.00;3.00;233.33;116.67;Instagram;Nao;;;Superou;10;9;10;9;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;37;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Jose;Sim;;;;;;;;;;;;;;;700;250;0;300;0;0;Real;1250.00;1.00;1250.00;5.00;250.00;250;Instagram;Sim;Melhorou;;Atendeu plenamente;10;8;7;8;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Superior completo;Casado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;36;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ventosa;Sim;;;;;;;;;;;;;;;300;30;70;999999;999999;999999;Real;400.00;3.00;133.33;1.00;400.00;133.33;Instagram;Nao;;;Superou;10;5;10;4;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Ensino Fundamental completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Sim;;;;;;;;;;;;;;;500;200;0;0;0;0;Real;700.00;1.00;700.00;4.00;175.00;175;Outros sites;Sim;Melhorou;;Atendeu plenamente;10;2;8;8;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;24;Morador;RMBH;Minas Gerais;IBIRITE;;Nao;;;;;;;;;;;;;;;40;20;0;40;0;0;Real;100.00;2.00;50.00;1.00;100.00;50;www.portalbelohorizonte.com.br;Sim;Nem melhorou nem piorou;;Indiferente;5;10;3;3;Sim;;Nenhuma;;;;;Sesc;Feminino;Ensino Tecnico completo;Casado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Buritis;Sim;;;;;;;;;;;;;;;160;160;150;150;0;0;Real;620.00;2.00;310.00;4.00;155.00;77.50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;8;5;1;7;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Medio completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;33;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Venda Nova;Sim;;;;;;;;;;;;;;;500;600;200;999999;999999;999999;Real;1300.00;2.00;650.00;5.00;260.00;130;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu em parte;8;1;7;5;Nao;Conhecer outros lugares;Nenhuma;;;;;Skol;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;31;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Silveira;Sim;;;;;;;;;;;;;;;240;240;0;0;0;240;Real;720.00;1.00;720.00;4.00;180.00;180;Instagram;Nao;;;Superou;8;9;7;10;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;33;Visitante;Interior de Minas;Minas Gerais;MARIANA;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Fevereiro;Internet;Sim;Trabalho;;;0;200;400;200;0;0;0;0;Real;800.00;1.00;800.00;4.00;200.00;200;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;8;10;9;8;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;33;Morador;RMBH;Minas Gerais;BETIM;;Nao;;;;;;;;;;;;;;;200;100;999999;999999;999999;999999;Real;300.00;4.00;75.00;2.00;150.00;37.50;Instagram;Sim;NR_NS;;Atendeu em parte;8;1;8;3;Sim;;Nenhuma;;;;;Publico;Feminino;Ensino Superior completo;Divorciado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Padre Eustaquio;Sim;;;;;;;;;;;;;;;200;200;0;300;0;0;Real;700.00;2.00;350.00;4.00;175.00;87.50;Amigos/Parentes;Sim;Melhorou;;Superou;8;7;7;5;Sim;;Nenhuma;;;;;Belotur;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;29;Visitante;Outros Estados;Parana;CURITIBA;;;Sim;8;Airbnb;Aviao;Sim;;Janeiro;Amigos/Parentes;Sim;Visitar amigos e parentes;;;1500;0;500;300;100;200;0;0;Real;2600.00;1.00;2600.00;6.00;433.33;433.33;Amigos/Parentes;Sim;Melhorou;;Atendeu plenamente;9;10;7;5;Sim;;Eventos Privados;;;;;Nao sabe;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;34;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barreiro;Sim;;;;;;;;;;;;;;;1000;100;30;20;999999;999999;Real;1150.00;2.00;575.00;4.00;287.50;143.75;www.portalbelohorizonte.com.br;Sim;Melhorou;;Atendeu plenamente;8;5;8;6;Sim;;Nenhuma;;;;;Populacao;Masculino;Ensino Superior completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Jaragua;Nao;;;;;;;;;;;;;;;40;9;0;20;0;0;Real;69.00;1.00;69.00;1.00;69.00;69;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;999999;6;4;Sim;;Nenhuma;;;;;Populacao;Feminino;Ensino Superior completo;Uniao Estavel;Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;45;Visitante;Interior de Minas;Minas Gerais;GOVERNADOR VALADARES;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Janeiro;Midias sociais;Sim;Lazer;;;0;0;300;200;0;200;0;0;Real;700.00;1.00;700.00;4.00;175.00;175;Instagram;Sim;Melhorou;;Atendeu plenamente;9;8;8;6;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Prefeitura;Masculino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Jaragua;Nao;;;;;;;;;;;;;;;50;10;0;0;0;0;Real;60.00;2.00;30.00;2.00;30.00;15;Instagram;Sim;NR_NS;;Indiferente;8;3;5;10;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Tecnico completo;Uniao Estavel;Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;30;Visitante;Outros Estados;Bahia;VITORIA DA CONQUISTA;;;Sim;5;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Janeiro;Amigos/Parentes;Sim;Festival Sarara;;;999999;999999;600;150;999999;999999;999999;999999;Real;750.00;1.00;750.00;4.00;187.50;187.50;WhatsApp;Nao;;;Atendeu em parte;8;6;8;8;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;32;Visitante;Outros Estados;Goias;GOIANIA;;;Sim;8;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Julho;Midias sociais;Sim;Ja morou em Belo Horizonte;;;0;0;200;300;500;200;0;0;Real;1200.00;1.00;1200.00;5.00;240.00;240;Instagram;Sim;Piorou;Motivos Pessoais;Atendeu em parte;10;3;8;2;Sim;;Nenhuma;;;;;Blocos;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;34;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Independencia;Nao;;;;;;;;;;;;;;;100;36;0;0;0;0;Real;136.00;1.00;136.00;3.00;45.33;45.33;Amigos/Parentes;Sim;Melhorou;;Atendeu plenamente;9;8;9;4;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Liberdade;Sim;;;;;;;;;;;;;;;160;160;0;280;0;0;Real;600.00;2.00;300.00;4.00;150.00;75;Amigos/Parentes;Sim;Melhorou;;Superou;10;7;8;6;Sim;;Nenhuma;;;;;Brahma;Feminino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;RMBH;Minas Gerais;IBIRITE;;Nao;;;;;;;;;;;;;;;200;30;0;0;0;0;Real;230.00;3.00;76.67;1.00;230.00;76.67;NR_NS;Sim;Piorou;Poucas pessoas;Atendeu em parte;7;9;9;7;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;64;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Cachoeirinha;Sim;;;;;;;;;;;;;;;300;120;999999;999999;999999;999999;Real;420.00;2.00;210.00;5.00;84.00;42;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;8;6;10;5;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Medio completo;Divorciado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Carro de amigos ou Parentes;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Prado;Sim;;;;;;;;;;;;;;;300;150;0;300;0;0;Real;750.00;1.00;750.00;4.00;187.50;187.50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;7;8;4;Sim;;Nenhuma;;;;;Brahma;Feminino;Ensino Medio completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Jaqueline;Nao;;;;;;;;;;;;;;;300;200;100;50;0;0;Real;650.00;2.00;325.00;8.00;81.25;40.63;Instagram;Sim;Melhorou;;Superou;9;10;8;7;Sim;;Eventos Privados;;;;;Nao respondeu;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;31;Visitante;Interior de Minas;Minas Gerais;SETE LAGOAS;;;Sim;5;Casa de Amigos/Parentes;Carro/Moto;Sim;;Novembro;Internet;Sim;Lazer;;;999999;999999;300;200;200;999999;999999;999999;Real;700.00;1.00;700.00;1.00;700.00;700;Instagram;Sim;Melhorou;;Superou;10;7;6;10;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;32;Visitante;Interior de Minas;Minas Gerais;UBERLANDIA;;;Sim;3;Hoteis/Pousadas;Onibus rodoviario;Sim;;Dezembro;Amigos/Parentes;Nao;;;;500;500;500;200;50;0;0;0;Real;1750.00;1.00;1750.00;3.00;583.33;583.33;Amigos/Parentes;Nao;;;Nao satisfez/decepcionou;4;7;1;4;Nao;Inseguranca ;Nenhuma;;;;;Nao sabe;Feminino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;23;Morador;RMBH;Minas Gerais;BETIM;;Nao;;;;;;;;;;;;;;;150;50;50;0;0;0;Real;250.00;1.00;250.00;3.00;83.33;83.33;Outros sites;Sim;Melhorou;;Superou;9;10;8;5;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Estoril;Nao;;;;;;;;;;;;;;;100;90;0;100;0;0;Real;290.00;1.00;290.00;2.00;145.00;145;Outros sites;Nao;;;Atendeu plenamente;10;10;8;8;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Alto Barroca;Sim;;;;;;;;;;;;;;;100;100;60;100;0;0;Real;360.00;1.00;360.00;5.00;72.00;72;Instagram;Sim;Piorou;Desorganizacao;Atendeu em parte;9;6;8;10;Sim;;Nenhuma;;;;;Lei de incentivo;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Manacas;Nao;;;;;;;;;;;;;;;100;0;0;0;0;0;Real;100.00;3.00;33.33;2.00;50.00;16.67;Outros sites;Sim;Melhorou;;Atendeu plenamente;8;8;8;1;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;44;Visitante;Interior de Minas;Minas Gerais;IPATINGA;;;Sim;7;Casa de Amigos/Parentes;APP carro (Uber 99 In driver);Sim;;Fevereiro;Midias sociais;Sim;Visitar amigos e parentes;;;0;200;300;200;0;0;0;0;Real;700.00;1.00;700.00;4.00;175.00;175;Outros sites;Sim;Nem melhorou nem piorou;;Atendeu em parte;9;8;7;8;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;24;Morador;RMBH;Minas Gerais;CONTAGEM;;Nao;;;;;;;;;;;;;;;100;150;0;500;0;0;Real;750.00;1.00;750.00;4.00;187.50;187.50;Outros sites;Sim;Melhorou;;Atendeu plenamente;8;5;5;2;Sim;;Nenhuma;;;;;Copasa;Masculino;Ensino Medio completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Metro;Onibus coletivo;;Sim;Nao;19/02/2023
BAIANEIROS;47;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Esplanada;Nao;;;;;;;;;;;;;;;1000;0;50;100;0;0;Real;1150.00;3.00;383.33;2.00;575.00;191.67;Outros sites;Sim;Melhorou;;Atendeu em parte;5;1;1;1;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Fundamental completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;52;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Joao Batista;Nao;;;;;;;;;;;;;;;600;300;400;999999;999999;999999;Real;1300.00;1.00;1300.00;5.00;260.00;260;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;9;999999;9;7;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Prefeitura;Feminino;Ensino Medio completo;Casado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;34;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Barro Preto;Sim;;;;;;;;;;;;;;;250;150;50;300;0;0;Real;750.00;1.00;750.00;5.00;150.00;150;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;8;4;8;9;Sim;;Nenhuma;;;;;Belotur;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);A pe;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;28;Visitante;Interior de Minas;Minas Gerais;POMPEU;;;Sim;5;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Junho;Internet;Sim;Trabalho;;;0;500;500;200;300;0;0;0;Real;1500.00;1.00;1500.00;6.00;250.00;250;Instagram;Sim;Nem melhorou nem piorou;;Indiferente;7;5;3;4;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;26;Morador;RMBH;Minas Gerais;CONTAGEM;;Nao;;;;;;;;;;;;;;;100;100;50;150;0;0;Real;400.00;3.00;133.33;4.00;100.00;33.33;Instagram;Sim;Melhorou;;Superou;8;8;6;6;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);Desfiles de Escolas de Samba (terca  Av. Afonso Pena);Palco Oficial Praca da Estacao;;;Skol;Feminino;Ensino Medio completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Veiculo Proprio;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Centro;Sim;;;;;;;;;;;;;;;50;150;40;180;0;0;Real;420.00;1.00;420.00;3.00;140.00;140;Outros sites;Sim;Melhorou;;Atendeu em parte;7;9;6;2;Sim;;Precarnaval;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);A pe;Aplicativos (Uber/99/InDrive);;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;30;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Efigenia;Sim;;;;;;;;;;;;;;;500;500;999999;100;999999;999999;Real;1100.00;3.00;366.67;5.00;220.00;73.33;www.portalbelohorizonte.com.br;Sim;Piorou;Infraestrutura geral;Atendeu em parte;8;10;10;10;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;39;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ermelinda;Sim;;;;;;;;;;;;;;;300;150;200;200;0;0;Real;850.00;6.00;141.67;2.00;425.00;70.83;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;9;10;5;Sim;;Eventos Privados;Palco Oficial Praca da Estacao;;;;Ambev;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Carro de amigos ou Parentes;;;Sim;Nao;19/02/2023
