local;idade;morador;BH_RMBH;uf_pais;cidade;bairro;sem_carnaval;pernoitar;quantas_pernoites;meio_de_hospedagem;transporte_chega_na_cidade;motivo_carnaval;se_nao_qual_foi;mês_viagem_bh;fonte_info_carnaval_bh;conhece_bh;motivo_viagem_1;motivo_viagem_2;motivo_viagem_3;gasto_hospedagem;gasto_atrativos;gasto_alimentacao;gasto_transporte;gasto_fatansias;gasto_compras;gasto_ingressos;gasto_outros;moeda;gasto_total;pessoas_no_gasto;gasto_percapto;dias_carnaval;gasto_medio_diario;gasto_medio_diario_per_capto;info_carnaval;carnaval_antes;opiniao_carnaval;piorou_pq;expectativas_carnaval;avaliacao_geral;banheiros;seguranca;precos;voltar_carnaval;se_nao_pq;alem_dos_blocos_1;alem_dos_blocos_2;alem_dos_blocos_3;alem_dos_blocos_4;alem_dos_blocos_5;patrocinador;genero;escolaridade;estado_civil;renda;transporte_blocos_1;transporte_blocos_2;transporte_blocos_3;apoio_LGBTQIA;faz_parte_LGBTQIA;data
BLOCO ANGOLA JANGA;45;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Alipio de Melo;Nao;;;;;;;;;;;;;;;400;200;150;0;0;0;Real;750.00;1.00;750.00;2.00;375.00;375;Outros sites;Sim;Piorou;Excesso (Aumento) de publico;Atendeu em parte;7;5;6;6;Sim;;Nenhuma;;;;;Nao respondeu;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BAIANEIROS;44;Morador;RMBH;Minas Gerais;CAETE;;Sim;;;;;;;;;;;;;;;100;140;0;0;0;0;Real;240.00;1.00;240.00;1.00;240.00;240;Ja conhece;Sim;NR_NS;;Indiferente;10;10;8;8;Sim;;Nenhuma;;;;;Populacao;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;23;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Jose;Sim;;;;;;;;;;;;;;;120;36;100;200;0;0;Real;456.00;1.00;456.00;4.00;114.00;114;Instagram;Nao;;;Atendeu plenamente;9;10;8;6;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;RMBH;Minas Gerais;SANTA LUZIA;;Sim;;;;;;;;;;;;;;;400;200;999999;999999;999999;999999;Real;600.00;3.00;200.00;4.00;150.00;50;Instagram;Sim;Melhorou;;Atendeu plenamente;7;6;9;4;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;25;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Nao;;;;;;;;;;;;;;;50;0;0;0;0;0;Real;50.00;1.00;50.00;3.00;16.67;16.67;NR_NS;Sim;Nem melhorou nem piorou;;Indiferente;5;3;2;1;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Tecnico completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;19/02/2023
BAIANEIROS;33;Morador;RMBH;Minas Gerais;SANTA LUZIA;;Nao;;;;;;;;;;;;;;;100;80;0;0;0;0;Real;180.00;2.00;90.00;3.00;60.00;30;Instagram;Sim;Melhorou;;Superou;8;10;6;1;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Medio completo;Divorciado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BAIANEIROS;35;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Francisco;Sim;;;;;;;;;;;;;;;500;200;5;0;15;0;Real;720.00;1.00;720.00;5.00;144.00;144;Instagram;Sim;Melhorou;;Atendeu plenamente;9;6;5;3;Sim;;Precarnaval;Eventos Privados;;;;Ambev;Feminino;Ensino Medio completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Veiculo Proprio;Aplicativos (Uber/99/InDrive);;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;30;Visitante;Outros Estados;Distrito Federal;BRASILIA;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Janeiro;Midias sociais;Sim;Carnaval;;;0;0;400;200;100;100;250;0;Real;1050.00;1.00;1050.00;4.00;262.50;262.50;Amigos/Parentes;Sim;Melhorou;;Atendeu plenamente;9;10;8;10;Sim;;Eventos Privados;;;;;Sesc;Feminino;Ensino Superior completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);A pe;Veiculo Proprio;;Sim;Nao;19/02/2023
BAIANEIROS;39;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Coqueiros;Nao;;;;;;;;;;;;;;;150;50;0;0;0;0;Real;200.00;2.00;100.00;2.00;100.00;50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;7;8;6;7;Sim;;Precarnaval;;;;;Prefeitura;Feminino;Ensino Medio completo;Casado(a);NR_NS;Veiculo Proprio;;;Sim;Nao;19/02/2023
BAIANEIROS;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Nova Cintra;Sim;;;;;;;;;;;;;;;50;30;0;0;0;0;Real;80.00;2.00;40.00;3.00;26.67;13.33;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;9;8;6;6;Sim;;Nenhuma;;;;;Ambev;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;30;Morador;RMBH;Minas Gerais;SABARA;;Sim;;;;;;;;;;;;;;;150;45;0;200;0;0;Real;395.00;1.00;395.00;3.00;131.67;131.67;Instagram;Sim;Melhorou;;Superou;7;2;4;8;Sim;;Eventos Privados;;;;;Nao sabe;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;46;Visitante;Outros Estados;Espirito Santo;VITORIA;;;Sim;5;Casa alugada;Carro/Moto;Nao;Visitar amigos e parentes;Fevereiro;Amigos/Parentes;Sim;Visitar amigos e parentes;;;1000;1000;3000;20;0;1800;0;0;Real;6820.00;6.00;1136.67;3.00;2273.33;378.89;Amigos/Parentes;Nao;;;Atendeu plenamente;9;10;10;10;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Fundamental completo;Casado(a);Acima de 10 SM (R$ 13.02001);Veiculo Proprio;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;23;Morador;RMBH;Minas Gerais;BETIM;;Nao;;;;;;;;;;;;;;;300;50;0;200;0;0;Real;550.00;1.00;550.00;2.00;275.00;275;NR_NS;Sim;Nem melhorou nem piorou;;Atendeu em parte;8;10;4;2;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Tecnico completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Onibus coletivo;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;38;Visitante;Outros Estados;Sao Paulo;SAO PAULO;;;Sim;4;Hoteis/Pousadas;Aviao;Sim;;Novembro;Amigos/Parentes;Nao;;;;2000;999999;1500;400;900;100;999999;999999;Real;4900.00;2.00;2450.00;4.00;1225.00;612.50;Amigos/Parentes;Nao;;;Superou;10;9;8;9;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Casado(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;28;Morador;RMBH;Minas Gerais;IBIRITE;;Nao;;;;;;;;;;;;;;;200;300;0;300;0;0;Real;800.00;1.00;800.00;4.00;200.00;200;Outros sites;Sim;Melhorou;;Atendeu plenamente;8;10;8;5;Sim;;Nenhuma;;;;;Nao sabe;Masculino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;Aplicativos (Uber/99/InDrive);;Sim;Sim;19/02/2023
BAIANEIROS;48;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Castelo;Sim;;;;;;;;;;;;;;;500;200;0;0;0;0;Real;700.00;4.00;175.00;5.00;140.00;35;Instagram;Sim;Melhorou;;Superou;10;2;10;5;Sim;;Nenhuma;;;;;Blocos;Feminino;Ensino Superior completo;Divorciado(a);NR_NS;Aplicativos (Uber/99/InDrive);A pe;;Sim;Nao;19/02/2023
BAIANEIROS;28;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Camargos;Sim;;;;;;;;;;;;;;;300;100;0;200;0;0;Real;600.00;1.00;600.00;2.00;300.00;300;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;8;5;5;Sim;;Nenhuma;;;;;Brahma;Masculino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;37;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Providencia;Sim;;;;;;;;;;;;;;;200;50;0;100;0;0;Real;350.00;2.00;175.00;1.00;350.00;175;www.portalbelohorizonte.com.br;Nao;;;NR_NS;7;9;3;5;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Tecnico completo;Casado(a);Ate 1 SM (R$ 1.30200);Onibus coletivo;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;23;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Sim;;;;;;;;;;;;;;;400;200;999999;999999;20;999999;Real;620.00;1.00;620.00;4.00;155.00;155;Ja conhece;Sim;Melhorou;;Atendeu plenamente;10;7;10;10;Sim;;Eventos Privados;;;;;Amstel;Masculino;Ensino Medio completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;39;Visitante;Interior de Minas;Minas Gerais;PIMENTA;;;Sim;4;Casa de Amigos/Parentes;Carro/Moto;Sim;;Fevereiro;Amigos/Parentes;Sim;Lazer;;;0;300;1000;500;5;0;0;0;Real;1805.00;1.00;1805.00;5.00;361.00;361;Instagram;Sim;Melhorou;;Atendeu plenamente;10;1;7;6;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);Onibus coletivo;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;27;Visitante;Interior de Minas;Minas Gerais;ITAUNA;;;Sim;3;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Fevereiro;Internet;Sim;Lazer;;;0;1000;400;200;0;0;300;0;Real;1900.00;1.00;1900.00;2.00;950.00;950;Outros sites;Nao;;;Atendeu plenamente;8;999999;7;7;Nao;Conhecer outros lugares;Eventos Privados;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;41;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Concordia;Nao;;;;;;;;;;;;;;;300;100;100;999999;999999;999999;Real;500.00;4.00;125.00;3.00;166.67;41.67;Televisao;Nao;;;Atendeu plenamente;8;10;10;10;Sim;;NR_NS;;;;;Nao respondeu;Masculino;Ensino Superior completo;Casado(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BAIANEIROS;22;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Alipio de Melo;Sim;;;;;;;;;;;;;;;1200;0;0;750;0;0;Real;1950.00;1.00;1950.00;5.00;390.00;390;Instagram;Sim;Melhorou;;Superou;8;3;9;10;Sim;;Precarnaval;;;;;Boticario;Masculino;Ensino Medio completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;;;Sim;Nao;19/02/2023
BAIANEIROS;29;Morador;RMBH;Minas Gerais;IBIRITE;;Nao;;;;;;;;;;;;;;;100;40;0;0;0;0;Real;140.00;2.00;70.00;2.00;70.00;35;Instagram;Sim;Nem melhorou nem piorou;;Superou;10;5;5;8;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;Onibus coletivo;;Sim;Nao;19/02/2023
BATUQUE COLETIVO;26;Visitante;Interior de Minas;Minas Gerais;VARGINHA;;;Sim;3;Casa de Amigos/Parentes;Carro/Moto;Nao;Passagem;Fevereiro;Amigos/Parentes;Sim;Carnaval;;;0;0;100;17;0;0;0;0;Real;117.00;1.00;117.00;3.00;39.00;39;Amigos/Parentes;Sim;NR_NS;;NR_NS;10;999999;10;6;Sim;;NR_NS;;;;;Blocos;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;40;Visitante;Outros Estados;Sao Paulo;SAO PAULO;;;Sim;6;Hoteis/Pousadas;Aviao;Sim;;Fevereiro;NR_NS;Sim;Lazer;;;5000;800;1000;800;0;0;0;0;Real;7600.00;1.00;7600.00;6.00;1266.67;1266.67;NR_NS;Nao;;;Superou;8;8;3;7;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Fundamental completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;27;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Sao Geraldo;Nao;;;;;;;;;;;;;;;100;40;0;170;0;0;Real;310.00;4.00;77.50;1.00;310.00;77.50;Instagram;Sim;Nem melhorou nem piorou;;Indiferente;8;8;6;9;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;22;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;400;50;999999;999999;999999;999999;Real;450.00;3.00;150.00;2.00;225.00;75;Instagram;Sim;Nem melhorou nem piorou;;Indiferente;6;6;10;6;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Onibus coletivo;;;Sim;Nao;19/02/2023
BAIANEIROS;24;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Concordia;Nao;;;;;;;;;;;;;;;0;30;0;0;0;0;Real;30.00;4.00;7.50;1.00;30.00;7.50;Instagram;Sim;Nem melhorou nem piorou;;Indiferente;5;8;5;8;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Medio completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Nao;Nao;19/02/2023
BAIANEIROS;33;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Castelo;Nao;;;;;;;;;;;;;;;100;0;80;0;0;0;Real;180.00;1.00;180.00;1.00;180.00;180;Instagram;Sim;Melhorou;;Atendeu plenamente;10;1;4;10;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Aplicativos (Uber/99/InDrive);A pe;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;26;Morador;RMBH;Minas Gerais;SANTA LUZIA;;Sim;;;;;;;;;;;;;;;200;200;50;999999;999999;999999;Real;450.00;1.00;450.00;5.00;90.00;90;Instagram;Sim;Melhorou;;Atendeu plenamente;9;8;4;6;Sim;;Eventos Privados;Precarnaval;;;;Skol;Masculino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BAIANEIROS;27;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Vera Cruz;Sim;;;;;;;;;;;;;;;300;120;0;0;0;0;Real;420.00;2.00;210.00;4.00;105.00;52.50;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;7;8;4;1;Sim;;Nenhuma;;;;;Populacao;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BATUQUE COLETIVO;50;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Carlos Prates;Nao;;;;;;;;;;;;;;;800;0;0;0;0;0;Real;800.00;2.00;400.00;3.00;266.67;133.33;Outros sites;Sim;Melhorou;;Atendeu plenamente;10;10;10;9;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Belotur;Masculino;Ensino Superior completo;Casado(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Veiculo Proprio;;;Nao;Nao;19/02/2023
BLOCO ANGOLA JANGA;40;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Vera Cruz;Sim;;;;;;;;;;;;;;;500;100;0;500;0;0;Real;1100.00;4.00;275.00;3.00;366.67;91.67;www.portalbelohorizonte.com.br;Sim;Melhorou;;Superou;10;5;7;8;Sim;;Desfiles de Escolas de Samba (terca  Av. Afonso Pena);;;;;Populacao;Masculino;Ensino Tecnico completo;Uniao Estavel;Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BAIANEIROS;44;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Padre Eustaquio;Nao;;;;;;;;;;;;;;;250;150;0;0;0;0;Real;400.00;1.00;400.00;5.00;80.00;80;Instagram;Sim;Melhorou;;Superou;10;5;10;6;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;26;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Floresta;Sim;;;;;;;;;;;;;;;400;999999;100;100;999999;999999;Real;600.00;2.00;300.00;5.00;120.00;60;Amigos/Parentes;Nao;;;Atendeu em parte;9;5;9;10;Sim;;NR_NS;;;;;Prefeitura;Masculino;Ensino Superior completo;Uniao Estavel;Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);A pe;;;Sim;Sim;19/02/2023
BATUQUE COLETIVO;22;Morador;RMBH;Minas Gerais;BETIM;;Sim;;;;;;;;;;;;;;;300;300;999999;100;999999;999999;Real;700.00;2.00;350.00;2.00;350.00;175;Instagram;Sim;Nem melhorou nem piorou;;Atendeu em parte;7;3;1;1;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Medio completo;Solteiro(a);Acima de 10 SM (R$ 13.02001);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BAIANEIROS;34;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Engenho Nogueira;Nao;;;;;;;;;;;;;;;100;50;100;40;0;0;Real;290.00;4.00;72.50;4.00;72.50;18.13;Jornal impresso;Sim;Melhorou;;Superou;8;8;8;1;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Ate 1 SM (R$ 1.30200);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BATUQUE COLETIVO;40;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Padre Eustaquio;Nao;;;;;;;;;;;;;;;200;200;0;0;400;0;Real;800.00;1.00;800.00;3.00;266.67;266.67;Instagram;Sim;Melhorou;;Superou;10;999999;6;9;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Belotur;Feminino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;24;Visitante;Interior de Minas;Minas Gerais;LAVRAS;;;Sim;4;Casa de Amigos/Parentes;Onibus rodoviario;Sim;;Fevereiro;Amigos/Parentes;Sim;Carnaval;;;0;500;200;100;0;0;0;0;Real;800.00;1.00;800.00;4.00;200.00;200;Amigos/Parentes;Sim;Melhorou;;Atendeu plenamente;9;8;9;4;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Onibus coletivo;;;Sim;Nao;19/02/2023
BAIANEIROS;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Castelo;Sim;;;;;;;;;;;;;;;50;0;50;0;0;0;Real;100.00;2.00;50.00;1.00;100.00;50;Amigos/Parentes;Sim;Melhorou;;Superou;9;999999;5;10;Sim;;Nenhuma;;;;;Belotur;Feminino;Ensino Tecnico completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);A pe;Onibus coletivo;;Sim;Sim;19/02/2023
BATUQUE COLETIVO;25;Morador;RMBH;Minas Gerais;SANTA LUZIA;;Nao;;;;;;;;;;;;;;;40;30;50;0;0;0;Real;120.00;1.00;120.00;3.00;40.00;40;Instagram;Sim;Piorou;Banheiros;Atendeu em parte;7;999999;7;7;Sim;;Desfiles de Blocos Caricatos (segundaAv. Afonso Pena);;;;;Blocos;Feminino;Ensino Superior completo;Solteiro(a);Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
BAIANEIROS;36;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Santa Terezinha;Nao;;;;;;;;;;;;;;;500;100;0;0;0;0;Real;600.00;2.00;300.00;2.00;300.00;150;Amigos/Parentes;Sim;Nem melhorou nem piorou;;Indiferente;6;3;1;1;Sim;;Nenhuma;;;;;Brahma;Masculino;Ensino Superior completo;Casado(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Veiculo Proprio;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Gutierrez;Sim;;;;;;;;;;;;;;;200;100;90;999999;999999;999999;Real;390.00;1.00;390.00;3.00;130.00;130;Instagram;Sim;Nem melhorou nem piorou;;Nao satisfez/decepcionou;7;2;8;9;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Aplicativos (Uber/99/InDrive);;;Sim;Sim;19/02/2023
BATUQUE COLETIVO;43;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Buritis;Sim;;;;;;;;;;;;;;;250;150;999999;999999;999999;999999;Real;400.00;2.00;200.00;4.00;100.00;50;www.portalbelohorizonte.com.br;Sim;Nem melhorou nem piorou;;Atendeu plenamente;9;1;9;10;Sim;;Nenhuma;;;;;Nao sabe;Feminino;Ensino Superior completo;Uniao Estavel;Entre 7 SM e 10 SM (R$9.11401 a R$13.02000);Taxi;;;Sim;Sim;19/02/2023
BLOCO ANGOLA JANGA;27;Morador;RMBH;Minas Gerais;CONTAGEM;;Sim;;;;;;;;;;;;;;;200;0;0;0;0;0;Real;200.00;2.00;100.00;4.00;50.00;25;Instagram;Sim;Melhorou;;Superou;8;9;6;7;Sim;;Nenhuma;;;;;Prefeitura;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Sim;19/02/2023
BAIANEIROS;43;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Pindorama;Nao;;;;;;;;;;;;;;;300;50;0;0;0;0;Real;350.00;3.00;116.67;1.00;350.00;116.67;Amigos/Parentes;Nao;;;Atendeu plenamente;10;10;10;6;Sim;;Nenhuma;;;;;Populacao;Feminino;Ensino Medio completo;Divorciado(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Veiculo Proprio;;;Nao;Nao;19/02/2023
BAIANEIROS;46;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Caicaras;Nao;;;;;;;;;;;;;;;30;0;0;0;0;0;Real;30.00;1.00;30.00;1.00;30.00;30;Amigos/Parentes;Sim;Piorou;Excesso (Aumento) de publico;Nao satisfez/decepcionou;5;999999;3;5;Nao;Nao gosto/gostei;Nenhuma;;;;;Prefeitura;Feminino;Ensino Superior completo;Casado(a);Nao possui renda;Veiculo Proprio;;;Sim;Nao;19/02/2023
BLOCO ANGOLA JANGA;29;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Diamante;Sim;;;;;;;;;;;;;;;90;24;30;999999;999999;999999;Real;144.00;2.00;72.00;3.00;48.00;24;Instagram;Sim;Nem melhorou nem piorou;;Atendeu plenamente;10;7;9;5;Sim;;Nenhuma;;;;;Nao respondeu;Masculino;Ensino Superior completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Onibus coletivo;;;Sim;Nao;19/02/2023
BAIANEIROS;17;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Ouro Preto;Nao;;;;;;;;;;;;;;;50;15;0;0;0;0;Real;65.00;2.00;32.50;4.00;16.25;8.13;Instagram;Sim;Melhorou;;Superou;10;10;9;6;Sim;;Nenhuma;;;;;Prefeitura;Feminino;Ensino Medio completo;Solteiro(a);Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600);Carro de amigos ou Parentes;;;Sim;Sim;19/02/2023
BATUQUE COLETIVO;42;Morador;Belo Horizonte;Minas Gerais;BELO HORIZONTE;Buritis;Sim;;;;;;;;;;;;;;;160;150;0;0;0;0;Real;310.00;1.00;310.00;2.00;155.00;155;Instagram;Sim;Melhorou;;Atendeu plenamente;10;9;10;9;Sim;;NR_NS;;;;;Prefeitura;Feminino;Posgraduacao/ Mestrado/ Doutorado completo;Solteiro(a);Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000);Taxi;;;Sim;Nao;19/02/2023
BAIANEIROS;26;Visitante;Interior de Minas;Minas Gerais;JECEABA;;;Sim;2;Casa de Amigos/Parentes;Carro/Moto;Sim;;Fevereiro;Midias sociais;Sim;Carnaval;Estudos ou cursos;;0;200;400;200;200;0;0;0;Real;1000.00;2.00;500.00;2.00;500.00;250;Instagram;Sim;Nem melhorou nem piorou;;Superou;10;5;5;5;Sim;;Nenhuma;;;;;Ambev;Feminino;Ensino Superior completo;Solteiro(a);Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400);Aplicativos (Uber/99/InDrive);;;Sim;Nao;19/02/2023
