bloquinho,idade,faixaetaria,morador,estado,ufpais,pernoitar,quantaspernoites,meiodehospedagem,transporteparacidade,mesviagem,fonteinfocarnaval,gastohospedagem,faixagastohospedagem,gastoatrativos,faixagastoatrativos,gastoalimentacao,faixagastoalimentacao,gastotransporte,faixagastotransporte,gastofatansias,faixagastofatansias,gastocompras,faixagastocompras,gastoingressos,faixagastoingressos,gastooutros,faixagastooutros,gastototal,faixagastototal,pessoas_no_gasto,gastopercapto,faixagastopercapto,diascarnaval,gastomediodiario,faixagastomediodiario,gastomediodiariopercapto,faixagastomediodiariopercapto,infocarnaval,opiniaocarnaval,pioroupq,expectativas_carnaval,avaliacao_geral,banheiros,seguranca,precos,voltarcarnaval,alemdosblocos,patrocinador,genero,escolaridade,estadocivil,renda,faixarenda,rendamedia,transporteblocos,apoioLGBTQIA,fazparteLGBTQIA,data
BLOCO ANGOLA JANGA,50,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,200,Médio,150,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),85000,Muito alto,1,85000,Muito alto,4,21250,Muito alto,21250,Muito alto,www.portalbelohorizonte.com.br,,,Superou,10,6,9,10,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,33,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,0,Muito baixo (zero),400,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),140000,Muito alto,1,140000,Muito alto,4,35000,Muito alto,350,Médio,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,10,3,5,5,Sim,Precarnaval,Ambev,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Sim,2023-02-19
BEICO DO WANDO,63,Idoso,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,0,Muito baixo (zero),100,Baixo,250,Médio,0,Muito baixo (zero),0,Muito baixo (zero),135000,Muito alto,2,67500,Muito alto,4,33750,Muito alto,16875,Muito alto,WhatsApp,Melhorou,,Superou,10,8,8,8,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,37,Adulto,Visitante,Espirito Santo,Brasil,Sim,4,Hoteis/Pousadas,Onibus rodoviario,Fevereiro,Amigos/Parentes,500,Médio,0,Muito baixo (zero),200,Médio,50,Baixo,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),105000,Muito alto,1,105000,Muito alto,4,26250,Muito alto,26250,Muito alto,Instagram,,,Atendeu plenamente,9,10,10,10,Sim,Nenhuma,Nao sabe,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,26,Jovem,Visitante,Minas Gerais,Brasil,Sim,5,Casa de Amigos/Parentes,Onibus rodoviario,Outubro,Internet,0,Muito baixo (zero),0,Muito baixo (zero),500,Médio,200,Médio,400,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),110000,Muito alto,2,55000,Muito alto,5,22000,Muito alto,110,Médio,www.portalbelohorizonte.com.br,Melhorou,,Superou,8,5,7,5,Sim,Nenhuma,Ambev,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,40,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),104000,Muito alto,1,104000,Muito alto,2,52000,Muito alto,520,Alto,Outros sites,Piorou,Precos,Atendeu plenamente,10,3,5,1,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Tecnico completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Onibus coletivo,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,40,Meia-idade,Visitante,Espirito Santo,Brasil,Sim,3,Casa de Amigos/Parentes,Onibus rodoviario,Fevereiro,Amigos/Parentes,80,Baixo,0,Muito baixo (zero),100,Baixo,100,Baixo,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),58000,Muito alto,1,58000,Muito alto,3,19333,Muito alto,19333,Muito alto,Amigos/Parentes,,,Atendeu em parte,7,10,10,10,Nao,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,54,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,50,Baixo,30,Baixo,50,Baixo,100,Baixo,0,Muito baixo (zero),33000,Muito alto,2,16500,Muito alto,3,11000,Muito alto,55,Baixo,Amigos/Parentes,Melhorou,,Atendeu plenamente,9,5,8,1,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,100,Baixo,80,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),33000,Muito alto,1,33000,Muito alto,5,6600,Muito alto,66,Baixo,Amigos/Parentes,,,Superou,7,3,3,10,Sim,Nenhuma,Ambev,Feminino,Ensino Superior completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,52,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),60000,Muito alto,2,30000,Muito alto,4,15000,Muito alto,75,Baixo,Instagram,Piorou,Infraestrutura geral,Nao satisfez/decepcionou,5,3,4,5,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Metro,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,19,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,100,Baixo,0,Muito baixo (zero),120,Médio,0,Muito baixo (zero),0,Muito baixo (zero),32000,Muito alto,1,32000,Muito alto,5,6400,Muito alto,64,Baixo,Instagram,Melhorou,,Superou,10,7,7,8,Sim,Palco Oficial Praca da Estacao,Nao sabe,Feminino,Ensino Medio completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,49,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,3,23333,Muito alto,3,23333,Muito alto,7778,Muito alto,www.portalbelohorizonte.com.br,Melhorou,,Superou,8,8,8,8,Nao,Nenhuma,Nao respondeu,Masculino,Ensino Medio completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,20,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,60,Baixo,60,Baixo,0,Muito baixo (zero),60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),18000,Muito alto,1,18000,Muito alto,3,6000,Muito alto,60,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,10,7,6,5,Sim,Precarnaval,Nao sabe,Feminino,Ensino Medio completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),20000,Muito alto,1,20000,Muito alto,4,5000,Muito alto,50,Baixo,Instagram,Melhorou,,Atendeu plenamente,8,6,6,6,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,40,Baixo,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),29000,Muito alto,1,29000,Muito alto,3,9667,Muito alto,9667,Muito alto,Instagram,Melhorou,,Superou,10,3,4,2,Sim,Nenhuma,Belotur,Masculino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,50,Baixo,10,Baixo,100,Baixo,100,Baixo,0,Muito baixo (zero),56000,Muito alto,2,28000,Muito alto,3,18667,Muito alto,9333,Muito alto,Instagram,,,Superou,9,9,10,10,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,21,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,250,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),55000,Muito alto,1,55000,Muito alto,4,13750,Muito alto,13750,Muito alto,Twitter,Nem melhorou nem piorou,,Atendeu em parte,8,10,7,6,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,44,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),600,Alto,0,Muito baixo (zero),0,Muito baixo (zero),80000,Muito alto,1,80000,Muito alto,5,16000,Muito alto,160,Médio,Outros sites,Melhorou,,Superou,10,1,5,10,Sim,Nenhuma,Nao sabe,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,A pe,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,50,Baixo,100,Baixo,150,Médio,100,Baixo,0,Muito baixo (zero),70000,Muito alto,2,35000,Muito alto,3,23333,Muito alto,11667,Muito alto,Instagram,,,Superou,10,9,10,9,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,37,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,700,Alto,250,Médio,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),125000,Muito alto,1,125000,Muito alto,5,25000,Muito alto,250,Médio,Instagram,Melhorou,,Atendeu plenamente,10,8,7,8,Sim,Nenhuma,Ambev,Masculino,Ensino Superior completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,36,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,30,Baixo,70,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),400,Médio,3,133.33,Médio,1,400,Médio,133.33,Médio,Instagram,,,Superou,10,5,10,4,Sim,Nenhuma,Nao respondeu,Feminino,Ensino Fundamental completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,1,70000,Muito alto,4,17500,Muito alto,175,Médio,Outros sites,Melhorou,,Atendeu plenamente,10,2,8,8,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,40,Baixo,20,Baixo,0,Muito baixo (zero),40,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,2,50,Baixo,1,100,Baixo,50,Baixo,www.portalbelohorizonte.com.br,Nem melhorou nem piorou,,Indiferente,5,10,3,3,Sim,Nenhuma,Sesc,Feminino,Ensino Tecnico completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,160,Médio,160,Médio,150,Médio,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),62000,Muito alto,2,31000,Muito alto,4,15500,Muito alto,7750,Muito alto,Instagram,Nem melhorou nem piorou,,Atendeu em parte,8,5,1,7,Sim,Nenhuma,Prefeitura,Masculino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,33,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,600,Alto,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),130000,Muito alto,2,65000,Muito alto,5,26000,Muito alto,130,Médio,www.portalbelohorizonte.com.br,Melhorou,,Atendeu em parte,8,1,7,5,Nao,Nenhuma,Skol,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,240,Médio,240,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),240,Médio,72000,Muito alto,1,72000,Muito alto,4,18000,Muito alto,180,Médio,Instagram,,,Superou,8,9,7,10,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,33,Adulto,Visitante,Minas Gerais,Brasil,Sim,4,Casa de Amigos/Parentes,Onibus rodoviario,Fevereiro,Internet,0,Muito baixo (zero),200,Médio,400,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),80000,Muito alto,1,80000,Muito alto,4,20000,Muito alto,200,Médio,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,8,10,9,8,Sim,Nenhuma,Nao respondeu,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,33,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),30000,Muito alto,4,7500,Muito alto,2,15000,Muito alto,3750,Muito alto,Instagram,NR_NS,,Atendeu em parte,8,1,8,3,Sim,Nenhuma,Publico,Feminino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,29,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,200,Médio,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,2,35000,Muito alto,4,17500,Muito alto,8750,Muito alto,Amigos/Parentes,Melhorou,,Superou,8,7,7,5,Sim,Nenhuma,Belotur,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,29,Jovem,Visitante,Parana,Brasil,Sim,8,Airbnb,Aviao,Janeiro,Amigos/Parentes,1500,Muito alto,0,Muito baixo (zero),500,Médio,300,Médio,100,Baixo,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),260000,Muito alto,1,260000,Muito alto,6,43333,Muito alto,43333,Muito alto,Amigos/Parentes,Melhorou,,Atendeu plenamente,9,10,7,5,Sim,Eventos Privados,Nao sabe,Masculino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,100,Baixo,30,Baixo,20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),115000,Muito alto,2,57500,Muito alto,4,28750,Muito alto,14375,Muito alto,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,8,5,8,6,Sim,Nenhuma,Populacao,Masculino,Ensino Superior completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,40,Baixo,9,Baixo,0,Muito baixo (zero),20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),69,Baixo,1,69,Baixo,1,69,Baixo,69,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,0,6,4,Sim,Nenhuma,Populacao,Feminino,Ensino Superior completo,Uniao Estavel,Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,45,Meia-idade,Visitante,Minas Gerais,Brasil,Sim,4,Casa de Amigos/Parentes,Onibus rodoviario,Janeiro,Midias sociais,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,200,Médio,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),70000,Muito alto,1,70000,Muito alto,4,17500,Muito alto,175,Médio,Instagram,Melhorou,,Atendeu plenamente,9,8,8,6,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Prefeitura,Masculino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,10,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),6000,Muito alto,2,3000,Muito alto,2,3000,Muito alto,15,Baixo,Instagram,NR_NS,,Indiferente,8,3,5,10,Sim,Nenhuma,Prefeitura,Masculino,Ensino Tecnico completo,Uniao Estavel,Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,30,Adulto,Visitante,Bahia,Brasil,Sim,5,Casa de Amigos/Parentes,Onibus rodoviario,Janeiro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),600,Alto,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),75000,Muito alto,1,75000,Muito alto,4,18750,Muito alto,18750,Muito alto,WhatsApp,,,Atendeu em parte,8,6,8,8,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,32,Adulto,Visitante,Goias,Brasil,Sim,8,Casa de Amigos/Parentes,Onibus rodoviario,Julho,Midias sociais,0,Muito baixo (zero),0,Muito baixo (zero),200,Médio,300,Médio,500,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),120000,Muito alto,1,120000,Muito alto,5,24000,Muito alto,240,Médio,Instagram,Piorou,Motivos Pessoais,Atendeu em parte,10,3,8,2,Sim,Nenhuma,Blocos,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,36,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),13600,Muito alto,1,13600,Muito alto,3,4533,Muito alto,4533,Muito alto,Amigos/Parentes,Melhorou,,Atendeu plenamente,9,8,9,4,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Prefeitura,Feminino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,160,Médio,160,Médio,0,Muito baixo (zero),280,Médio,0,Muito baixo (zero),0,Muito baixo (zero),60000,Muito alto,2,30000,Muito alto,4,15000,Muito alto,75,Baixo,Amigos/Parentes,Melhorou,,Superou,10,7,8,6,Sim,Nenhuma,Brahma,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,30,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),230,Médio,3,76.67,Baixo,1,230,Médio,76.67,Baixo,NR_NS,Piorou,Poucas pessoas,Atendeu em parte,7,9,9,7,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,64,Idoso,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,120,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),42000,Muito alto,2,21000,Muito alto,5,8400,Muito alto,42,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,8,6,10,5,Sim,Nenhuma,Prefeitura,Feminino,Ensino Medio completo,Divorciado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Carro de amigos ou Parentes,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,150,Médio,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),75000,Muito alto,1,75000,Muito alto,4,18750,Muito alto,18750,Muito alto,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,9,7,8,4,Sim,Nenhuma,Brahma,Feminino,Ensino Medio completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BLOCO ANGOLA JANGA,25,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,200,Médio,100,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),650,Alto,2,325,Médio,8,81.25,Baixo,40.63,Baixo,Instagram,Melhorou,,Superou,9,10,8,7,Sim,Eventos Privados,Nao respondeu,Feminino,Ensino Tecnico completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,31,Adulto,Visitante,Minas Gerais,Brasil,Sim,5,Casa de Amigos/Parentes,Carro/Moto,Novembro,Internet,0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,200,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),700,Alto,1,700,Alto,1,700,Alto,700,Alto,Instagram,Melhorou,,Superou,10,7,6,10,Sim,Nenhuma,Prefeitura,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-19
BAIANEIROS,32,Adulto,Visitante,Minas Gerais,Brasil,Sim,3,Hoteis/Pousadas,Onibus rodoviario,Dezembro,Amigos/Parentes,500,Médio,500,Médio,500,Médio,200,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),175000,Muito alto,1,175000,Muito alto,3,58333,Muito alto,58333,Muito alto,Amigos/Parentes,,,Nao satisfez/decepcionou,4,7,1,4,Nao,Nenhuma,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-19
BLOCO ANGOLA JANGA,23,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,50,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),25000,Muito alto,1,25000,Muito alto,3,8333,Muito alto,8333,Muito alto,Outros sites,Melhorou,,Superou,9,10,8,5,Sim,Nenhuma,Nao respondeu,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-19
